D;Delta;env;chi;eng
2;0.27159263563151126;BP;1;208.06258461881916
4;0.08998627119587956;BP;1;205.0930888487293
8;0.040928612737323025;BP;1;204.65487574709576
16;0.018053255771399025;BP;1;204.5261509150241
32;0.007374820116634309;BP;1;204.4944159822383
