D;Delta;env;chi;eng
2;0.1171062541454918;BP;1;-118.10670448608748
4;8.655485612388545e-16;BP;1;-112.49712411725622
16;8.655485612388545e-16;BP;1;-112.49712411725622
8;8.655485612388545e-16;BP;1;-112.49712411725622
32;8.655485612388545e-16;BP;1;-112.49712411725622
2;0.1171062541454918;CTM;2;-118.1067369140235
2;0.1171062541454918;CTM;4;-118.10671534259838
2;0.1171062541454918;CTM;8;-118.10671534259838
4;8.655485612388545e-16;CTM;2;-112.50063352422056
4;8.655485612388545e-16;CTM;4;-112.50063352422056
4;8.655485612388545e-16;CTM;8;-112.50063352422056
8;8.655485612388545e-16;CTM;2;-112.50063352422056
8;8.655485612388545e-16;CTM;4;-112.50063352422056
8;8.655485612388545e-16;CTM;8;-112.50063352422056
16;8.655485612388545e-16;CTM;2;-112.50063352422056
16;8.655485612388545e-16;CTM;4;-112.50063352422056
16;8.655485612388545e-16;CTM;8;-112.50063352422056
32;8.655485612388545e-16;CTM;2;-112.50063352422056
32;8.655485612388545e-16;CTM;4;-112.50063352422056
32;8.655485612388545e-16;CTM;8;-112.50063352422056
32;9.014620054975812e-16;BP;1;-112.49712411725618
64;8.655485612388545e-16;BP;1;-112.49712411725622
