D;Delta;env;chi;eng
2;0.19248809060192232;BP;1;-160.21107739724624
4;0.09633433044861697;BP;1;-157.68264349671685
8;0.02540616000894503;BP;1;-155.77338573400598
16;0.002134837671588219;BP;1;-155.47403558517482
32;9.201624814737907e-15;BP;1;-155.46976622051466
2;0.19248809060192232;CTM;2;-160.2089112403559
2;0.19248809060192232;CTM;8;-160.20892364288179
2;0.19248809060192232;CTM;4;-160.20892364288179
4;0.09633433044861697;CTM;2;-157.679177986648
4;0.09633433044861697;CTM;4;-157.6790480743907
4;0.09633433044861697;CTM;8;-157.67904448233875
8;0.02540616000894503;CTM;2;-155.77159137824944
8;0.02540616000894503;CTM;4;-155.77191566766209
8;0.02540616000894503;CTM;8;-155.77182188276558
16;0.002134837671588219;CTM;2;-155.47349688107707
16;0.002134837671588219;CTM;4;-155.47315242544147
16;0.002134837671588219;CTM;8;-155.47241684849257
32;9.201624814737907e-15;CTM;2;-155.46934575316348
32;9.201624814737907e-15;CTM;4;-155.46923257268793
32;9.201624814737907e-15;CTM;8;-155.4690787412489
64;9.201624814737907e-15;BP;1;-155.46976622051466
