D;Delta;env;chi;eng
2;0.21282702805963308;BP;1;-164.62677487180213
4;0.11283999261988258;BP;1;-162.5420256067504
8;0.04103317346743853;BP;1;-160.86665010163154
16;0.006444945045663819;BP;1;-160.37534582076935
32;0.00038564894692186177;BP;1;-160.35291763155175
4;0.11283999261988258;CTM;2;-162.54226733112776
4;0.11283999261988258;CTM;4;-162.5417080446309
4;0.11283999261988258;CTM;8;-162.5417724501545
8;0.04103317346743853;CTM;2;-160.86707215984057
8;0.04103317346743853;CTM;4;-160.86726779518676
8;0.04103317346743853;CTM;8;-160.86699285713186
2;0.21282702805963308;CTM;2;-164.62605474348854
2;0.21282702805963308;CTM;4;-164.62614296194826
2;0.21282702805963308;CTM;8;-164.62614296194826
16;0.006444945045663819;CTM;2;-160.37590008054372
16;0.006444945045663819;CTM;4;-160.37579034293952
16;0.006444945045663819;CTM;8;-160.37560247089073
32;0.00038564894692186177;CTM;2;-160.35358489354178
32;0.00038564894692186177;CTM;4;-160.35324813095923
32;0.00038564894692186177;CTM;8;-160.35317463904468
64;1.2618663440150873e-14;BP;1;-160.35275293397046
32;0.00038564894692183325;BP;1;-160.35291763155226
