D;Delta;env;chi;eng
2;0.5347470449666974;BP;1;-176.3726194168409
4;0.29220636915450904;BP;1;-173.9238809319641
8;0.17746651376111164;BP;1;-172.1061613028337
16;0.10340964086226671;BP;1;-170.88967503702094
32;0.05139265121711332;BP;1;-170.16963057142627
64;0.021848481930722547;BP;1;-169.88399005028603
4;0.29220636915450904;CTM;2;-173.93493302640834
4;0.29220636915450904;CTM;4;-173.9351008714603
4;0.29220636915450904;CTM;8;-173.93283023209435
8;0.17746651376111164;CTM;2;-172.13259152812444
8;0.17746651376111164;CTM;2;-172.13259152812444
8;0.17746651376111164;CTM;4;-172.12429406586102
8;0.17746651376111164;CTM;4;-172.12429406586102
8;0.17746651376111164;CTM;8;-172.12373912523782
8;0.17746651376111164;CTM;8;-172.12373912523782
16;0.10340964086226671;CTM;2;-170.90567579640242
16;0.10340964086226671;CTM;2;-170.90567579640242
16;0.10340964086226671;CTM;4;-170.89651227543544
16;0.10340964086226671;CTM;4;-170.89651227543544
16;0.10340964086226671;CTM;8;-170.88545009397023
16;0.10340964086226671;CTM;8;-170.88545009397023
32;0.05139265121711332;CTM;2;-170.19035898166973
32;0.05139265121711332;CTM;2;-170.19035898166973
32;0.05139265121711332;CTM;4;-170.18218192381897
32;0.05139265121711332;CTM;4;-170.18218192381897
32;0.05139265121711326;BP;1;-170.16963057142624
64;0.021848481930722547;BP;1;-169.88399005028603
