D;Delta;env;chi;eng
2;0.08889942239348785;BP;1;-113.99933320512514
8;8.88045203836496e-16;BP;1;-110.69057957947585
4;8.88045203836496e-16;BP;1;-110.69057957947585
16;8.88045203836496e-16;BP;1;-110.69057957947585
32;8.88045203836496e-16;BP;1;-110.69057957947585
2;0.08889942239348785;CTM;2;-113.99951361267055
2;0.08889942239348785;CTM;4;-113.9993609943643
2;0.08889942239348785;CTM;8;-113.9993609943643
4;8.88045203836496e-16;CTM;2;-110.68493257415653
4;8.88045203836496e-16;CTM;4;-110.68493257415653
4;8.88045203836496e-16;CTM;8;-110.68493257415653
8;8.88045203836496e-16;CTM;2;-110.68493257415653
8;8.88045203836496e-16;CTM;4;-110.68493257415653
8;8.88045203836496e-16;CTM;8;-110.68493257415653
16;8.88045203836496e-16;CTM;2;-110.68493257415653
16;8.88045203836496e-16;CTM;4;-110.68493257415653
16;8.88045203836496e-16;CTM;8;-110.68493257415653
32;8.88045203836496e-16;CTM;2;-110.68493257415653
32;8.88045203836496e-16;CTM;4;-110.68493257415653
32;8.88045203836496e-16;CTM;8;-110.68493257415653
