D;Delta;env;chi;eng
2;0.16333018835695828;BP;1;-134.70977210296374
4;0.028103278048591106;BP;1;-132.46036738830378
8;0.0029257423241691367;BP;1;-132.22392612456082
16;0.0001264533309364387;BP;1;-132.2206281988959
32;5.504177308382986e-15;BP;1;-132.2206151285279
