D;Delta;env;chi;eng
2;0.21480379838267627;BP;1;-163.8905686527317
4;0.10319738569928705;BP;1;-161.79121653029648
8;0.03709933856057061;BP;1;-160.41302410095184
16;0.005683879628535835;BP;1;-160.00744645937897
32;0.0003182203202046373;BP;1;-159.98982045619064
2;0.21480379838267627;CTM;2;-163.89010641282755
2;0.21480379838267627;CTM;4;-163.89007622423995
2;0.21480379838267627;CTM;8;-163.89007622423995
16;0.005683879628535835;CTM;2;-160.0082224590273
16;0.005683879628535835;CTM;4;-160.00811802558286
16;0.005683879628535835;CTM;8;-160.0079065833987
4;0.10319738569928705;CTM;2;-161.79190336144237
4;0.10319738569928705;CTM;4;-161.79162645697662
4;0.10319738569928705;CTM;8;-161.79165612876596
32;0.0003182203202046373;CTM;2;-159.99060715331677
32;0.0003182203202046373;CTM;4;-159.9904323646715
8;0.03709933856057061;CTM;2;-160.4140037781984
8;0.03709933856057061;CTM;4;-160.41389488075362
8;0.03709933856057061;CTM;8;-160.41388832411465
32;0.0003182203202046373;CTM;8;-159.9904196418131
