D;Delta;env;chi;eng
2;0.16486263866674955;BP;1;-194.6317935169021
4;0.06883263334177307;BP;1;-190.55818641788022
8;0.009123998314977998;BP;1;-188.51148643381413
16;5.5925990327108175e-15;BP;1;-188.4365138524134
32;5.5925990327108175e-15;BP;1;-188.4365138524134
4;0.06883263334177307;CTM;2;-190.55818478671335
4;0.06883263334177307;CTM;4;-190.55813341839624
4;0.06883263334177307;CTM;8;-190.55814274736568
2;0.16486263866674955;CTM;2;-194.63178172701396
2;0.16486263866674955;CTM;4;-194.6318802994891
2;0.16486263866674955;CTM;8;-194.6318802994891
8;0.009123998314977998;CTM;2;-188.51157696825464
8;0.009123998314977998;CTM;4;-188.51156059975406
8;0.009123998314977998;CTM;8;-188.51157750925708
16;5.5925990327108175e-15;CTM;2;-188.4368913115513
16;5.5925990327108175e-15;CTM;4;-188.43659123514345
16;5.5925990327108175e-15;CTM;8;-188.43659123514342
32;5.5925990327108175e-15;CTM;2;-188.4368913115513
32;5.5925990327108175e-15;CTM;4;-188.43659123514345
32;5.5925990327108175e-15;CTM;8;-188.43659123514342
