D;Delta;env;chi;eng
2;3.0640425348943015e-16;BP;1;-102.65135767882265
4;3.0640425348943015e-16;BP;1;-102.65135767882265
8;3.0640425348943015e-16;BP;1;-102.65135767882265
16;3.0640425348943015e-16;BP;1;-102.65135767882265
32;3.0640425348943015e-16;BP;1;-102.65135767882265
4;3.0640425348943015e-16;CTM;2;-102.65135767882265
4;3.0640425348943015e-16;CTM;4;-102.65135767882265
4;3.0640425348943015e-16;CTM;8;-102.65135767882265
2;3.0640425348943015e-16;CTM;2;-102.65135767882265
2;3.0640425348943015e-16;CTM;4;-102.65135767882265
2;3.0640425348943015e-16;CTM;8;-102.65135767882265
8;3.0640425348943015e-16;CTM;2;-102.65135767882265
8;3.0640425348943015e-16;CTM;4;-102.65135767882265
8;3.0640425348943015e-16;CTM;8;-102.65135767882265
16;3.0640425348943015e-16;CTM;2;-102.65135767882265
16;3.0640425348943015e-16;CTM;4;-102.65135767882265
16;3.0640425348943015e-16;CTM;8;-102.65135767882265
32;3.0640425348943015e-16;CTM;2;-102.65135767882265
32;3.0640425348943015e-16;CTM;4;-102.65135767882265
32;3.0640425348943015e-16;CTM;8;-102.65135767882265
32;3.2921186475992176e-16;BP;1;-102.65135767882265
