D;Delta;env;chi;eng
2;0.15098675128074676;BP;1;-162.10488169712767
4;0.06660847374592921;BP;1;-161.03648152063244
8;0.021303793744669793;BP;1;-160.57464007311447
16;0.003731196871301871;BP;1;-160.46303554091753
32;0.0002757030021720064;BP;1;-160.4567896636975
2;0.15098675128074676;CTM;2;-162.1058603129728
2;0.15098675128074676;CTM;4;-162.10668033832286
2;0.15098675128074676;CTM;8;-162.10668033832286
4;0.06660847374592921;CTM;4;-161.03642159472702
4;0.06660847374592921;CTM;2;-161.03608120277457
4;0.06660847374592921;CTM;8;-161.03634370026793
8;0.021303793744669793;CTM;2;-160.57411445052443
8;0.021303793744669793;CTM;4;-160.5739768520997
8;0.021303793744669793;CTM;8;-160.57387735294157
32;0.0002757030021720064;CTM;2;-160.45575858124
16;0.003731196871301871;CTM;2;-160.46204693594404
16;0.003731196871301871;CTM;4;-160.4618753049279
16;0.003731196871301871;CTM;8;-160.4618841236316
32;0.0002757030021720064;CTM;4;-160.45561931441938
32;0.0002757030021720064;CTM;8;-160.45556041276734
