D;Delta;env;chi;eng
2;0.30207325353372183;BP;1;-182.73730090352188
4;0.09202918091885953;BP;1;-180.83033651137686
8;0.04112015015816768;BP;1;-180.48246542598676
16;0.01859939996325941;BP;1;-180.37281057866758
32;0.007640774764025856;BP;1;-180.3410506530117
