D;Delta;env;chi;eng
2;0.1926498322636171;BP;1;-161.65373706058054
4;0.09871802369164176;BP;1;-159.20528800019105
8;0.02574791693455905;BP;1;-157.13782233781012
16;0.0020681940541590654;BP;1;-156.84016679748228
32;9.1654023784628e-15;BP;1;-156.836108225622
2;0.1926498322636171;CTM;2;-161.65146862169573
2;0.1926498322636171;CTM;4;-161.65148483688628
2;0.1926498322636171;CTM;8;-161.65148483688628
4;0.09871802369164176;CTM;2;-159.20141079404266
4;0.09871802369164176;CTM;4;-159.20129384024114
4;0.09871802369164176;CTM;8;-159.20122366166535
8;0.02574791693455905;CTM;2;-157.13652658144713
8;0.02574791693455905;CTM;4;-157.13679717059523
8;0.02574791693455905;CTM;8;-157.13683308747392
16;0.0020681940541590654;CTM;2;-156.83991776447317
16;0.0020681940541590654;CTM;4;-156.83945396486448
16;0.0020681940541590654;CTM;8;-156.8390755197506
32;9.1654023784628e-15;CTM;2;-156.83597893130576
32;9.1654023784628e-15;CTM;4;-156.8359374224333
32;9.1654023784628e-15;CTM;8;-156.83580080522546
32;9.075577783041152e-15;BP;1;-156.83610822562255
64;9.1654023784628e-15;BP;1;-156.836108225622
