D;Delta;env;chi;eng
2;0.15793198681808407;BP;1;-148.30788986649358
4;0.0666506193678092;BP;1;-145.80062413762158
8;0.008930166228392994;BP;1;-144.35901575657283
16;4.589780794973418e-15;BP;1;-144.306815795756
32;4.589780794973418e-15;BP;1;-144.306815795756
2;0.15793198681808407;CTM;2;-148.30787257731424
2;0.15793198681808407;CTM;4;-148.30791362134033
2;0.15793198681808407;CTM;8;-148.30791362134033
4;0.0666506193678092;CTM;2;-145.801010800306
4;0.0666506193678092;CTM;4;-145.8008679478315
4;0.0666506193678092;CTM;8;-145.80089248305075
8;0.008930166228392994;CTM;2;-144.35916281261026
8;0.008930166228392994;CTM;4;-144.35931884928203
8;0.008930166228392994;CTM;8;-144.3592329836971
16;4.589780794973418e-15;CTM;2;-144.30718117479879
16;4.589780794973418e-15;CTM;4;-144.30681830111007
16;4.589780794973418e-15;CTM;8;-144.3068183011101
32;4.589780794973418e-15;CTM;2;-144.30718117479879
32;4.589780794973418e-15;CTM;4;-144.30681830111007
32;4.589780794973418e-15;CTM;8;-144.3068183011101
