D;Delta;env;chi;eng
4;9.427931244336278e-16;BP;1;-115.79106195965466
2;0.10047138720835039;BP;1;-119.50836469758218
16;9.427931244336278e-16;BP;1;-115.79106195965466
8;9.427931244336278e-16;BP;1;-115.79106195965466
32;9.427931244336278e-16;BP;1;-115.79106195965466
4;9.427931244336278e-16;CTM;2;-115.72899143605574
4;9.427931244336278e-16;CTM;4;-115.72899143605574
4;9.427931244336278e-16;CTM;8;-115.72899143605574
2;0.10047138720835039;CTM;2;-119.50836554335311
2;0.10047138720835039;CTM;4;-119.50832302048792
2;0.10047138720835039;CTM;8;-119.50832302048792
8;9.427931244336278e-16;CTM;2;-115.72899143605574
8;9.427931244336278e-16;CTM;4;-115.72899143605574
8;9.427931244336278e-16;CTM;8;-115.72899143605574
16;9.427931244336278e-16;CTM;2;-115.72899143605574
16;9.427931244336278e-16;CTM;4;-115.72899143605574
16;9.427931244336278e-16;CTM;8;-115.72899143605574
32;9.427931244336278e-16;CTM;2;-115.72899143605574
32;9.427931244336278e-16;CTM;4;-115.72899143605574
32;9.427931244336278e-16;CTM;8;-115.72899143605574
64;9.427931244336278e-16;BP;1;-115.79106195965466
