D;Delta;env;chi;eng
4;0.2282947874114924;BP;1;-130.8832468030968
2;0.45903865629603924;BP;1;-137.38222595023916
8;0.09231816857356136;BP;1;-126.26023494476787
16;0.022924337854606944;BP;1;-124.4449877779085
32;0.0023407149251804538;BP;1;-124.20537465855887
2;0.45903865629603924;CTM;2;-137.37720663692033
2;0.45903865629603924;CTM;4;-137.37734990384337
2;0.45903865629603924;CTM;8;-137.37734990384337
4;0.2282947874114924;CTM;2;-130.88227294573005
4;0.2282947874114924;CTM;4;-130.88604507198147
4;0.2282947874114924;CTM;8;-130.88636999541728
8;0.09231816857356136;CTM;2;-126.26094572892647
8;0.09231816857356136;CTM;4;-126.26162869956363
8;0.09231816857356136;CTM;8;-126.26190928076032
16;0.022924337854606944;CTM;2;-124.4496559210753
16;0.022924337854606944;CTM;4;-124.45461327894867
16;0.022924337854606944;CTM;8;-124.44881069579051
32;0.0023407149251804538;CTM;2;-124.20915713668418
32;0.0023407149251804538;CTM;4;-124.21026611547624
32;0.0023407149251804538;CTM;8;-124.21011648903587
32;0.0023407149251804264;BP;1;-124.20537465855891
64;1.4835110341533987e-14;BP;1;-124.20044677955548
