D;Delta;env;chi;eng
2;0.39765242209642243;BP;1;-233.4895589114297
4;0.2431457844849714;BP;1;-231.38331305531455
8;0.17009300747329167;BP;1;-229.9505408313584
16;0.11219885849989022;BP;1;-228.61849694006509
32;0.06318438078781419;BP;1;-227.60132729716466
2;0.39765242209642243;CTM;2;-233.48957424211628
2;0.39765242209642243;MPS;2;-233.48957915329942
2;0.39765242209642243;CTM;4;-233.4895801247548
2;0.39765242209642243;MPS;4;-233.48964013463484
2;0.39765242209642243;CTM;8;-233.4895801247548
2;0.39765242209642243;MPS;8;-233.4896401348629
4;0.2431457844849714;CTM;2;-231.38292187431176
4;0.2431457844849714;MPS;2;-231.38330475188445
4;0.2431457844849714;CTM;4;-231.38317546902675
4;0.2431457844849714;MPS;4;-231.38257324218802
4;0.2431457844849714;CTM;8;-231.38316272278746
4;0.2431457844849714;MPS;8;-231.38338424358582
8;0.17009300747329167;CTM;2;-229.95001916749132
8;0.17009300747329167;MPS;2;-229.9518392773582
8;0.17009300747329167;CTM;4;-229.95135460074445
8;0.17009300747329167;MPS;4;-229.95018181598576
8;0.17009300747329167;CTM;8;-229.9514383219639
8;0.17009300747329167;MPS;8;-229.9500682063786
16;0.11219885849989022;MPS;2;-228.6260732721718
16;0.11219885849989022;CTM;2;-228.619511847441
16;0.11219885849989022;MPS;4;-228.62231366658835
16;0.11219885849989022;CTM;4;-228.61799039915246
16;0.11219885849989022;MPS;8;-228.62377224390744
16;0.11219885849989022;CTM;8;-228.61855916103923
32;0.06318438078781419;MPS;2;-227.61569371769286
32;0.06318438078781419;CTM;2;-227.60214718298116
32;0.06318438078781419;MPS;4;-227.61932797990673
32;0.06318438078781419;CTM;4;-227.6037912496044
32;0.06318438078781419;MPS;8;-227.62093226513505
64;0.02918618327742591;BP;1;-227.06563599147375
32;0.06318438078781419;CTM;8;-227.60435918860037
64;0.02918618327742591;BP;1;-227.06563599147375
