D;Delta;env;chi;eng
2;0.15211935545119892;BP;1;-174.7313829151106
16;2.022877832049099e-15;BP;1;-168.13136618093552
4;0.04177873506411412;BP;1;-169.38277874325158
8;2.022877832049099e-15;BP;1;-168.13136618093552
32;2.022877832049099e-15;BP;1;-168.13136618093552
2;0.15211935545119892;CTM;2;-174.73169531579197
2;0.15211935545119892;CTM;4;-174.73167638883555
2;0.15211935545119892;CTM;8;-174.73167638883555
4;0.04177873506411412;CTM;2;-169.38279831641225
4;0.04177873506411412;CTM;4;-169.382937224541
4;0.04177873506411412;CTM;8;-169.38288371093955
8;2.022877832049099e-15;CTM;2;-168.1199546134536
8;2.022877832049099e-15;CTM;4;-168.1199546201462
8;2.022877832049099e-15;CTM;8;-168.1199546201462
16;2.022877832049099e-15;CTM;2;-168.1199546134536
16;2.022877832049099e-15;CTM;4;-168.1199546201462
16;2.022877832049099e-15;CTM;8;-168.1199546201462
32;2.022877832049099e-15;CTM;2;-168.1199546134536
32;2.022877832049099e-15;CTM;4;-168.1199546201462
32;2.022877832049099e-15;CTM;8;-168.1199546201462
32;2.028756466541339e-15;BP;1;-168.1313661809356
64;2.022877832049099e-15;BP;1;-168.13136618093552
