D;Delta;env;chi;eng
2;0.19283839096849728;BP;1;-130.63903536679135
4;0.04907676609818327;BP;1;-125.07131711404787
8;1.645242026312344e-15;BP;1;-123.73151588489826
16;1.645242026312344e-15;BP;1;-123.73151588489826
32;1.645242026312344e-15;BP;1;-123.73151588489826
2;0.19283839096849728;CTM;2;-130.63955550338252
2;0.19283839096849728;CTM;4;-130.64016042749276
2;0.19283839096849728;CTM;8;-130.64016042749276
4;0.04907676609818327;CTM;2;-125.07160002806867
4;0.04907676609818327;CTM;8;-125.07131933792661
4;0.04907676609818327;CTM;4;-125.07134520941045
16;1.645242026312344e-15;CTM;2;-123.7164314546225
16;1.645242026312344e-15;CTM;4;-123.71643142252309
16;1.645242026312344e-15;CTM;8;-123.71643142252309
8;1.645242026312344e-15;CTM;2;-123.7164314546225
8;1.645242026312344e-15;CTM;4;-123.71643142252309
8;1.645242026312344e-15;CTM;8;-123.71643142252309
32;1.645242026312344e-15;CTM;2;-123.7164314546225
32;1.645242026312344e-15;CTM;4;-123.71643142252309
32;1.645242026312344e-15;CTM;8;-123.71643142252309
32;1.6602251299047739e-15;BP;1;-123.73151588489824
