D;Delta;env;chi;eng
2;0.17357612780705794;BP;1;-157.7353278958118
4;0.08515832561590231;BP;1;-155.89805792508864
8;0.021902695014036935;BP;1;-154.4808227871468
16;0.0016086090966524924;BP;1;-154.27853883514888
32;8.582310614327805e-15;BP;1;-154.27641594573612
2;0.17357612780705794;CTM;8;-157.73547808057768
2;0.17357612780705794;CTM;2;-157.73550228804783
2;0.17357612780705794;CTM;4;-157.73547808057768
4;0.08515832561590231;CTM;4;-155.89870102247363
4;0.08515832561590231;CTM;2;-155.8985489771391
4;0.08515832561590231;CTM;8;-155.89867463501713
8;0.021902695014036935;CTM;2;-154.4815252947921
8;0.021902695014036935;CTM;4;-154.4815638299077
8;0.021902695014036935;CTM;8;-154.48167303710696
16;0.0016086090966524924;CTM;2;-154.27894145297748
16;0.0016086090966524924;CTM;4;-154.2787547488794
16;0.0016086090966524924;CTM;8;-154.2790455329323
32;8.582310614327805e-15;CTM;2;-154.276765309114
32;8.582310614327805e-15;CTM;4;-154.27658450230672
