D;Delta;env;chi;eng
2;0.20906084373653488;BP;1;-167.05453261417318
8;0.040378937764285874;BP;1;-163.22684509652652
4;0.11180242640253299;BP;1;-164.9477874908479
16;0.006130351918767803;BP;1;-162.71325983329137
32;0.00036480625009692756;BP;1;-162.6902864525362
2;0.20906084373653488;CTM;2;-167.05224451854505
2;0.20906084373653488;CTM;4;-167.0523656067856
2;0.20906084373653488;CTM;8;-167.0523656067856
4;0.11180242640253299;CTM;2;-164.94501129460696
4;0.11180242640253299;CTM;4;-164.94499787786728
4;0.11180242640253299;CTM;8;-164.9450778478968
8;0.040378937764285874;CTM;2;-163.2246229557862
8;0.040378937764285874;CTM;4;-163.22531598833586
8;0.040378937764285874;CTM;8;-163.22516119740018
16;0.006130351918767803;CTM;2;-162.71235612154402
16;0.006130351918767803;CTM;4;-162.71255421775007
16;0.006130351918767803;CTM;8;-162.7114844985441
32;0.00036480625009692756;CTM;2;-162.6893631370867
32;0.00036480625009692756;CTM;4;-162.68903893444758
32;0.00036480625009692756;CTM;8;-162.6887166618953
64;1.179915039534877e-14;BP;1;-162.69011828870222
32;0.0003648062500970782;BP;1;-162.69028645253664
64;1.179915039534877e-14;BP;1;-162.69011828870222
