D;Delta;env;chi;eng
4;0.12742070741009648;BP;1;-157.4742575639366
8;0.024401195643299;BP;1;-152.2280587668538
2;0.34069311113614814;BP;1;-169.7542944224322
16;5.72933279212169e-15;BP;1;-151.77018515122984
32;5.72933279212169e-15;BP;1;-151.77018515122984
2;0.34069311113614814;CTM;2;-169.75550541311978
2;0.34069311113614814;CTM;4;-169.75588473186195
2;0.34069311113614814;CTM;8;-169.75588473186195
4;0.12742070741009648;CTM;2;-157.47254363885224
4;0.12742070741009648;CTM;4;-157.47166745119202
4;0.12742070741009648;CTM;8;-157.47171102497276
16;5.72933279212169e-15;CTM;2;-151.77027618491562
8;0.024401195643299;CTM;2;-152.22765215346973
8;0.024401195643299;CTM;4;-152.22689962031694
16;5.72933279212169e-15;CTM;4;-151.76986258171772
8;0.024401195643299;CTM;8;-152.22677098100573
16;5.72933279212169e-15;CTM;8;-151.76986258171775
32;5.72933279212169e-15;CTM;2;-151.77027618491562
32;5.72933279212169e-15;CTM;4;-151.76986258171772
32;5.72933279212169e-15;CTM;8;-151.76986258171775
64;5.72933279212169e-15;BP;1;-151.77018515122984
