D;Delta;env;chi;eng
2;0.36557079506638;BP;1;-173.9480974183147
2;0.36557079506638;CTM;2;-173.93980140673574
2;0.36557079506638;MPS;2;-173.93090643091293
2;0.36557079506638;CTM;4;-173.93978302380222
2;0.36557079506638;MPS;4;-173.93094486826425
2;0.36557079506638;CTM;8;-173.93978302380222
2;0.36557079506638;MPS;8;-173.9309446370626
4;0.20538474733149392;BP;1;-171.54760099801624
4;0.20538474733149392;MPS;2;-171.53464145422413
4;0.20538474733149392;CTM;2;-171.53966588295697
4;0.20538474733149392;MPS;4;-171.52872148212427
4;0.20538474733149392;CTM;4;-171.5381743000215
4;0.20538474733149392;MPS;8;-171.52722909777196
4;0.20538474733149392;CTM;8;-171.53814739210281
8;0.12128461980414443;BP;1;-169.8428679963176
8;0.12128461980414443;MPS;2;-169.8484719421976
8;0.12128461980414443;CTM;2;-169.84598263285181
8;0.12128461980414443;MPS;4;-169.8365140636689
8;0.12128461980414443;CTM;4;-169.83850106150996
8;0.12128461980414443;MPS;8;-169.82868217526564
8;0.12128461980414443;CTM;8;-169.83722503885357
16;0.05955734118429331;BP;1;-168.5379699727571
16;0.05955734118429331;MPS;2;-168.5449855922823
16;0.05955734118429331;CTM;2;-168.55032756849926
16;0.05955734118429331;MPS;4;-168.54162534396573
16;0.05955734118429331;CTM;4;-168.53894525518922
16;0.05955734118429331;MPS;8;-168.52978860944012
32;0.021338685499611508;BP;1;-167.93843008998812
16;0.05955734118429331;CTM;8;-168.53767805814937
32;0.021338685499611508;MPS;2;-167.9382668951432
32;0.021338685499611508;CTM;2;-167.94961565651016
32;0.021338685499611508;MPS;4;-167.93790544505532
32;0.021338685499611508;CTM;4;-167.9363488139263
32;0.021338685499611508;MPS;8;-167.92948019218653
32;0.021338685499611508;CTM;8;-167.93420184684203
64;0.005233247215775948;BP;1;-167.80133865859096
64;0.005233247215775948;BP;1;-167.80133865859096
