D;Delta;env;chi;eng
4;0.07545028406321214;BP;1;-149.3910160858382
2;0.18340041157993414;BP;1;-152.65785175117932
8;0.010637184382839183;BP;1;-147.52524826536475
16;4.7032684588137834e-15;BP;1;-147.4393051055701
32;4.7032684588137834e-15;BP;1;-147.4393051055701
2;0.18340041157993414;CTM;2;-152.65029771718162
2;0.18340041157993414;CTM;4;-152.64979311356382
2;0.18340041157993414;CTM;8;-152.64979311356382
4;0.07545028406321214;CTM;2;-149.39087005116883
4;0.07545028406321214;CTM;4;-149.39127167607998
4;0.07545028406321214;CTM;8;-149.39134056871768
8;0.010637184382839183;CTM;2;-147.52528822703243
8;0.010637184382839183;CTM;4;-147.52575908973907
8;0.010637184382839183;CTM;8;-147.52555790321622
16;4.7032684588137834e-15;CTM;2;-147.4395874592263
16;4.7032684588137834e-15;CTM;4;-147.4393802307535
32;4.7032684588137834e-15;CTM;2;-147.4395874592263
16;4.7032684588137834e-15;CTM;8;-147.4393802307535
32;4.7032684588137834e-15;CTM;4;-147.4393802307535
32;4.7032684588137834e-15;CTM;8;-147.4393802307535
