D;Delta;env;chi;eng
8;0.02313856773302151;BP;1;-202.07815491491021
2;0.1896606580117876;BP;1;-207.7833620611243
4;0.09052461939193293;BP;1;-204.25534917818698
16;0.0016890457420825902;BP;1;-201.76185978057438
32;8.619157934313098e-15;BP;1;-201.75842905037632
4;0.09052461939193293;CTM;2;-204.25467662565816
4;0.09052461939193293;CTM;4;-204.25458469299554
4;0.09052461939193293;CTM;8;-204.2546556835117
2;0.1896606580117876;CTM;2;-207.78337697999314
2;0.1896606580117876;CTM;4;-207.78341142306735
2;0.1896606580117876;CTM;8;-207.78341142306735
8;0.02313856773302151;CTM;2;-202.07775278645587
8;0.02313856773302151;CTM;4;-202.07761476734325
8;0.02313856773302151;CTM;8;-202.07752762817864
16;0.0016890457420825902;CTM;2;-201.76163855998257
16;0.0016890457420825902;CTM;4;-201.76159286663162
16;0.0016890457420825902;CTM;8;-201.76150571101329
32;8.619157934313098e-15;CTM;2;-201.75823138000547
32;8.619157934313098e-15;CTM;4;-201.75806667306253
32;8.619157934313098e-15;CTM;8;-201.75806102061358
