D;Delta;env;chi;eng
4;0.06935400189948594;BP;1;-191.2822600736882
2;0.16651393115895521;BP;1;-194.83097687421002
16;4.949309051727707e-15;BP;1;-189.1922420341136
8;0.009064034644173938;BP;1;-189.26748751881738
32;4.949309051727707e-15;BP;1;-189.1922420341136
2;0.16651393115895521;CTM;2;-194.83129330302518
2;0.16651393115895521;CTM;4;-194.8314945493868
2;0.16651393115895521;CTM;8;-194.8314945493868
4;0.06935400189948594;CTM;2;-191.2823277977481
4;0.06935400189948594;CTM;4;-191.28229319027784
4;0.06935400189948594;CTM;8;-191.28227720954223
8;0.009064034644173938;CTM;2;-189.26755660234775
8;0.009064034644173938;CTM;4;-189.2674901513766
8;0.009064034644173938;CTM;8;-189.26750454736197
16;4.949309051727707e-15;CTM;2;-189.19242096867933
16;4.949309051727707e-15;CTM;4;-189.1923183842751
16;4.949309051727707e-15;CTM;8;-189.1923183842751
32;4.949309051727707e-15;CTM;2;-189.19242096867933
32;4.949309051727707e-15;CTM;4;-189.1923183842751
32;4.949309051727707e-15;CTM;8;-189.1923183842751
64;4.949309051727707e-15;BP;1;-189.1922420341136
