D;Delta;env;chi;eng
2;0.09911555034813686;BP;1;-150.44892285556338
4;9.334682462214114e-16;BP;1;-145.808340892632
8;9.334682462214114e-16;BP;1;-145.808340892632
16;9.334682462214114e-16;BP;1;-145.808340892632
32;9.334682462214114e-16;BP;1;-145.808340892632
2;0.09911555034813686;CTM;2;-150.4488965255052
2;0.09911555034813686;CTM;4;-150.44888142184016
2;0.09911555034813686;CTM;8;-150.44888142184016
4;9.334682462214114e-16;CTM;2;-145.6773417998392
4;9.334682462214114e-16;CTM;4;-145.6773417998392
4;9.334682462214114e-16;CTM;8;-145.6773417998392
8;9.334682462214114e-16;CTM;2;-145.6773417998392
8;9.334682462214114e-16;CTM;4;-145.6773417998392
8;9.334682462214114e-16;CTM;8;-145.6773417998392
16;9.334682462214114e-16;CTM;2;-145.6773417998392
16;9.334682462214114e-16;CTM;4;-145.6773417998392
16;9.334682462214114e-16;CTM;8;-145.6773417998392
32;9.334682462214114e-16;CTM;2;-145.6773417998392
32;9.334682462214114e-16;CTM;4;-145.6773417998392
32;9.334682462214114e-16;CTM;8;-145.6773417998392
64;9.334682462214114e-16;BP;1;-145.808340892632
