D;Delta;env;chi;eng
4;0.112399190606422;BP;1;-161.39050737186196
2;0.2233952413379166;BP;1;-163.7212903872078
8;0.040902077571069326;BP;1;-159.76712476105922
16;0.006820786858205396;BP;1;-159.2784761674099
32;0.0004153648408901805;BP;1;-159.25261341322874
2;0.2233952413379166;CTM;2;-163.7207833469959
2;0.2233952413379166;CTM;4;-163.72085766970002
2;0.2233952413379166;CTM;8;-163.72085766970002
4;0.112399190606422;CTM;2;-161.39105238137853
4;0.112399190606422;CTM;4;-161.39036006427102
4;0.112399190606422;CTM;8;-161.3903731109208
8;0.040902077571069326;CTM;2;-159.7678897798279
8;0.040902077571069326;CTM;4;-159.76813091067876
8;0.040902077571069326;CTM;8;-159.768181051885
16;0.006820786858205396;CTM;2;-159.2793089303592
16;0.006820786858205396;CTM;4;-159.27908265684223
16;0.006820786858205396;CTM;8;-159.27897474712915
32;0.0004153648408901805;CTM;2;-159.25360385694572
32;0.0004153648408901805;CTM;4;-159.2531390410082
32;0.0004153648408901805;CTM;8;-159.25303411679369
