D;Delta;env;chi;eng
2;0.16606508889365307;BP;1;-155.94347118901572
4;0.08212513263371213;BP;1;-154.06971028449897
8;0.02033580738975679;BP;1;-152.74171920310118
16;0.0015168916127558888;BP;1;-152.56708919583062
32;9.770386986397038e-15;BP;1;-152.56521224752672
2;0.16606508889365307;CTM;2;-155.94354495690513
2;0.16606508889365307;CTM;4;-155.94354003856043
2;0.16606508889365307;CTM;8;-155.94354003856043
4;0.08212513263371213;CTM;2;-154.07002815259057
4;0.08212513263371213;CTM;4;-154.06996064893698
4;0.08212513263371213;CTM;8;-154.06996497998622
16;0.0015168916127558888;CTM;2;-152.56745648537878
16;0.0015168916127558888;CTM;4;-152.56726063081177
16;0.0015168916127558888;CTM;8;-152.5674693923701
8;0.02033580738975679;CTM;2;-152.74217655192638
8;0.02033580738975679;CTM;4;-152.74227982811334
8;0.02033580738975679;CTM;8;-152.74238513912627
32;9.770386986397038e-15;CTM;2;-152.56552041109563
32;9.770386986397038e-15;CTM;4;-152.56533007653383
32;9.770386986397038e-15;CTM;8;-152.56555846288236
32;9.78508997105742e-15;BP;1;-152.5652122475271
