D;Delta;env;chi;eng
2;0.1785022439820771;BP;1;-195.91214498394726
4;0.07666665941000594;BP;1;-191.66568808978886
8;0.010443984795598186;BP;1;-189.22508594378812
32;5.048803124102123e-15;BP;1;-189.12564297350644
16;5.048803124102123e-15;BP;1;-189.12564297350644
4;0.07666665941000594;CTM;2;-191.66566716932624
4;0.07666665941000594;CTM;4;-191.66558823516286
4;0.07666665941000594;CTM;8;-191.6655411830626
2;0.1785022439820771;CTM;2;-195.91235402142073
2;0.1785022439820771;CTM;4;-195.91253399434237
2;0.1785022439820771;CTM;8;-195.91253399434237
16;5.048803124102123e-15;CTM;2;-189.12604628787417
16;5.048803124102123e-15;CTM;4;-189.12575552584153
16;5.048803124102123e-15;CTM;8;-189.12575552584156
8;0.010443984795598186;CTM;2;-189.22516145213245
8;0.010443984795598186;CTM;4;-189.22514351864228
8;0.010443984795598186;CTM;8;-189.22518254594002
32;5.048803124102123e-15;CTM;2;-189.12604628787417
32;5.048803124102123e-15;CTM;4;-189.12575552584153
32;5.048803124102123e-15;CTM;8;-189.12575552584156
32;5.0795126475958595e-15;BP;1;-189.12564297350647
64;5.048803124102123e-15;BP;1;-189.12564297350644
