D;Delta;env;chi;eng
2;0.12280444672247881;BP;1;-166.47385915180902
4;0.042746097731109156;BP;1;-164.33152729250446
8;0.004061062712613702;BP;1;-163.62390945423897
16;6.807956799892678e-15;BP;1;-163.61232889008966
32;6.807956799892678e-15;BP;1;-163.61232889008966
2;0.12280444672247881;CTM;2;-166.47383441447434
2;0.12280444672247881;CTM;4;-166.4738407239352
2;0.12280444672247881;CTM;8;-166.4738407239352
4;0.042746097731109156;CTM;2;-164.33138785181578
4;0.042746097731109156;CTM;4;-164.33125555007143
4;0.042746097731109156;CTM;8;-164.33124157062338
8;0.004061062712613702;CTM;2;-163.62389480464878
8;0.004061062712613702;CTM;4;-163.62396695695125
8;0.004061062712613702;CTM;8;-163.623987367123
16;6.807956799892678e-15;CTM;2;-163.61249476640765
16;6.807956799892678e-15;CTM;4;-163.61241633854866
16;6.807956799892678e-15;CTM;8;-163.61241633854866
32;6.807956799892678e-15;CTM;2;-163.61249476640765
32;6.807956799892678e-15;CTM;4;-163.61241633854866
32;6.807956799892678e-15;CTM;8;-163.61241633854866
64;6.807956799892678e-15;BP;1;-163.61232889008966
