D;Delta;env;chi;eng
4;0.08300053769379404;BP;1;-163.37402634913846
2;0.16089359482485538;BP;1;-164.8563049973104
8;0.027402529078537567;BP;1;-162.34691443882087
16;0.0032389546442779535;BP;1;-162.09842710415228
32;0.00016225129432355368;BP;1;-162.09195282946027
2;0.16089359482485538;CTM;2;-164.85450593843686
2;0.16089359482485538;CTM;4;-164.85459105910547
2;0.16089359482485538;CTM;8;-164.85459105910547
4;0.08300053769379404;CTM;2;-163.37175057843865
4;0.08300053769379404;CTM;4;-163.3715769372341
4;0.08300053769379404;CTM;8;-163.37160565084517
8;0.027402529078537567;CTM;2;-162.3457643579046
8;0.027402529078537567;CTM;4;-162.34571311447323
8;0.027402529078537567;CTM;8;-162.34554168872702
16;0.0032389546442779535;CTM;2;-162.09827473042907
16;0.0032389546442779535;CTM;4;-162.09821822389682
16;0.0032389546442779535;CTM;8;-162.09833998237315
32;0.00016225129432355368;CTM;2;-162.09167527040927
32;0.00016225129432355368;CTM;4;-162.09179584924368
32;0.00016225129432355368;CTM;8;-162.0917427388798
64;9.724811222121632e-15;BP;1;-162.091920049344
32;0.00016225129432356124;BP;1;-162.09195282946084
64;9.724811222121632e-15;BP;1;-162.091920049344
64;9.724811222121632e-15;BP;1;-162.091920049344
