D;Delta;env;chi;eng
2;0.0889376650257868;BP;1;-145.28066536773142
4;8.422988950076122e-16;BP;1;-141.4462435621197
8;8.422988950076122e-16;BP;1;-141.4462435621197
16;8.422988950076122e-16;BP;1;-141.4462435621197
32;8.422988950076122e-16;BP;1;-141.4462435621197
2;0.0889376650257868;CTM;2;-145.280643474691
2;0.0889376650257868;CTM;4;-145.28064501164528
2;0.0889376650257868;CTM;8;-145.28064501164528
4;8.422988950076122e-16;CTM;2;-141.33055983753965
4;8.422988950076122e-16;CTM;4;-141.33055983753965
4;8.422988950076122e-16;CTM;8;-141.33055983753965
8;8.422988950076122e-16;CTM;2;-141.33055983753965
8;8.422988950076122e-16;CTM;4;-141.33055983753965
8;8.422988950076122e-16;CTM;8;-141.33055983753965
16;8.422988950076122e-16;CTM;2;-141.33055983753965
16;8.422988950076122e-16;CTM;4;-141.33055983753965
16;8.422988950076122e-16;CTM;8;-141.33055983753965
32;8.422988950076122e-16;CTM;2;-141.33055983753965
32;8.422988950076122e-16;CTM;4;-141.33055983753965
32;8.422988950076122e-16;CTM;8;-141.33055983753965
