D;Delta;env;chi;eng
2;0.16185406061792454;BP;1;-138.9454360928615
4;0.04545059317354661;BP;1;-134.03222860064594
8;1.8665888957873885e-15;BP;1;-132.810557234396
32;1.8665888957873885e-15;BP;1;-132.810557234396
16;1.8665888957873885e-15;BP;1;-132.810557234396
2;0.16185406061792454;CTM;2;-138.94540701450472
2;0.16185406061792454;CTM;4;-138.9443883563267
2;0.16185406061792454;CTM;8;-138.9443883563267
4;0.04545059317354661;CTM;2;-134.03292948593588
4;0.04545059317354661;CTM;4;-134.03303081583874
4;0.04545059317354661;CTM;8;-134.03305049441548
8;1.8665888957873885e-15;CTM;2;-132.80063708437697
8;1.8665888957873885e-15;CTM;4;-132.80063709139063
8;1.8665888957873885e-15;CTM;8;-132.80063709139063
32;1.8665888957873885e-15;CTM;2;-132.80063708437697
32;1.8665888957873885e-15;CTM;4;-132.80063709139063
32;1.8665888957873885e-15;CTM;8;-132.80063709139063
16;1.8665888957873885e-15;CTM;2;-132.80063708437697
16;1.8665888957873885e-15;CTM;4;-132.80063709139063
16;1.8665888957873885e-15;CTM;8;-132.80063709139063
64;1.8665888957873885e-15;BP;1;-132.810557234396
