D;Delta;env;chi;eng
2;3.1045776535897375e-16;BP;1;-79.59328944594465
4;3.1045776535897375e-16;BP;1;-79.59328944594465
8;3.1045776535897375e-16;BP;1;-79.59328944594465
16;3.1045776535897375e-16;BP;1;-79.59328944594465
32;3.1045776535897375e-16;BP;1;-79.59328944594465
2;3.1045776535897375e-16;CTM;2;-79.59328944594465
2;3.1045776535897375e-16;CTM;4;-79.59328944594465
2;3.1045776535897375e-16;CTM;8;-79.59328944594465
8;3.1045776535897375e-16;CTM;2;-79.59328944594465
8;3.1045776535897375e-16;CTM;4;-79.59328944594465
8;3.1045776535897375e-16;CTM;8;-79.59328944594465
4;3.1045776535897375e-16;CTM;2;-79.59328944594465
4;3.1045776535897375e-16;CTM;4;-79.59328944594465
4;3.1045776535897375e-16;CTM;8;-79.59328944594465
16;3.1045776535897375e-16;CTM;2;-79.59328944594465
16;3.1045776535897375e-16;CTM;4;-79.59328944594465
16;3.1045776535897375e-16;CTM;8;-79.59328944594465
32;3.1045776535897375e-16;CTM;2;-79.59328944594465
32;3.1045776535897375e-16;CTM;4;-79.59328944594465
32;3.1045776535897375e-16;CTM;8;-79.59328944594465
64;3.1045776535897375e-16;BP;1;-79.59328944594465
