D;which;D2;which2;chi;Delta;Delta2;time;eng
4;BP;4;BP;1;0.09071941671203979;0.0;76.52277755737305;-152.47348037089648
4;BP;4;BP;2;0.09071941671203979;0.0;77.63199138641357;-152.4758967041797
8;BP;8;BP;1;0.02238374649377082;0.0;98.96854948997498;-151.1856831891148
8;BP;8;BP;2;0.02238374649377082;0.0;107.68479323387146;-151.18764466593126
16;BP;16;BP;1;0.0015956028703304139;0.0;393.1578004360199;-151.00751107066603
16;BP;16;BP;2;0.0015956028703304139;0.0;555.2675511837006;-151.00859952750773
16;BP;16;BP;4;0.0015956028703304139;0.0;1242.5409438610077;-151.0099040338304
16;BP;16;BP;8;0.0015956028703304139;0.0;3428.184750318527;-151.00913481125787
