D;Delta;env;chi;eng
2;0.09816435821091167;BP;1;-177.49656824629957
4;0.03527104036700562;BP;1;-176.32185306566757
8;0.006155983835563683;BP;1;-176.02043700889783
16;0.0002899717668693428;BP;1;-175.9992125714428
32;8.48951295807064e-15;BP;1;-175.99915312488054
2;0.09816435821091167;CTM;2;-177.49652650576888
2;0.09816435821091167;CTM;4;-177.49651816621724
2;0.09816435821091167;CTM;8;-177.49651816621724
4;0.03527104036700562;CTM;2;-176.32193048970035
4;0.03527104036700562;CTM;4;-176.32189516999554
4;0.03527104036700562;CTM;8;-176.3218849975743
8;0.006155983835563683;CTM;2;-176.02047836434124
8;0.006155983835563683;CTM;4;-176.0204659722406
8;0.006155983835563683;CTM;8;-176.02046192022198
32;8.48951295807064e-15;CTM;2;-175.99922015450778
16;0.0002899717668693428;CTM;2;-175.99928154673103
16;0.0002899717668693428;CTM;4;-175.99927153986428
16;0.0002899717668693428;CTM;8;-175.9992492255762
32;8.48951295807064e-15;CTM;4;-175.99919490919888
32;8.48951295807064e-15;CTM;8;-175.99924575166318
