D;Delta;env;chi;eng
2;0.1363579360917627;BP;1;-138.93047584046576
4;0.037190898046859974;BP;1;-135.7359544998499
8;1.658528049671686e-15;BP;1;-134.89238615042208
16;1.658528049671686e-15;BP;1;-134.89238615042208
32;1.658528049671686e-15;BP;1;-134.89238615042208
2;0.1363579360917627;CTM;2;-138.93141867494822
2;0.1363579360917627;CTM;4;-138.93170990244704
2;0.1363579360917627;CTM;8;-138.93170990244704
4;0.037190898046859974;CTM;2;-135.73641512395847
4;0.037190898046859974;CTM;4;-135.7365640821009
4;0.037190898046859974;CTM;8;-135.73656251558273
8;1.658528049671686e-15;CTM;2;-134.88620125585302
8;1.658528049671686e-15;CTM;4;-134.88620125921202
8;1.658528049671686e-15;CTM;8;-134.88620125921202
16;1.658528049671686e-15;CTM;2;-134.88620125585302
16;1.658528049671686e-15;CTM;4;-134.88620125921202
16;1.658528049671686e-15;CTM;8;-134.88620125921202
32;1.658528049671686e-15;CTM;2;-134.88620125585302
32;1.658528049671686e-15;CTM;4;-134.88620125921202
32;1.658528049671686e-15;CTM;8;-134.88620125921202
