D;Delta;env;chi;eng
2;0.16478273834120372;BP;1;-147.0608026603989
8;0.00744165850550444;BP;1;-143.81646804381612
16;3.588144042934264e-15;BP;1;-143.7787599879952
2;0.16478273834120372;MPS;2;-147.06240249240847
2;0.16478273834120372;MPS;4;-147.06267848749226
2;0.16478273834120372;MPS;8;-147.06267844816037
4;0.059412066629107474;BP;1;-144.88145984269906
2;0.16478273834120372;CTM;2;-147.05998419936765
2;0.16478273834120372;CTM;4;-147.06016326335381
2;0.16478273834120372;CTM;8;-147.06016326335381
8;0.00744165850550444;MPS;2;-143.81701079225263
32;3.588144042934264e-15;BP;1;-143.7787599879952
8;0.00744165850550444;MPS;4;-143.8167848571972
8;0.00744165850550444;CTM;2;-143.81648365067593
8;0.00744165850550444;CTM;4;-143.81649135897976
4;0.059412066629107474;MPS;2;-144.88248855500663
4;0.059412066629107474;MPS;4;-144.88162340958309
4;0.059412066629107474;MPS;8;-144.88137225179017
4;0.059412066629107474;CTM;2;-144.8813392764737
4;0.059412066629107474;CTM;4;-144.8812564854147
4;0.059412066629107474;CTM;8;-144.88123464750734
8;0.00744165850550444;MPS;8;-143.81664157764638
8;0.00744165850550444;CTM;8;-143.81647733970706
16;3.588144042934264e-15;MPS;2;-143.77918955504904
32;3.588144042934264e-15;MPS;2;-143.77918955504904
16;3.588144042934264e-15;CTM;2;-143.77881254807474
32;3.588144042934264e-15;CTM;2;-143.77881254807474
16;3.588144042934264e-15;MPS;4;-143.77912689368668
16;3.588144042934264e-15;CTM;4;-143.77865666072603
32;3.588144042934264e-15;MPS;4;-143.77912689368668
32;3.588144042934264e-15;CTM;4;-143.77865666072603
16;3.588144042934264e-15;CTM;8;-143.77865666072597
32;3.588144042934264e-15;CTM;8;-143.77865666072597
16;3.588144042934264e-15;MPS;8;-143.77931528849692
32;3.588144042934264e-15;MPS;8;-143.77931528849692
64;3.686574632652437e-15;BP;1;-143.7787599879951
64;3.686574632652437e-15;BP;1;-143.7787599879951
