D;Delta;env;chi;eng
2;0.14987759720094132;BP;1;-134.08268641703236
4;0.0406200685983498;BP;1;-130.19406963185236
8;1.713639754116806e-15;BP;1;-129.31319286987522
16;1.713639754116806e-15;BP;1;-129.31319286987522
32;1.713639754116806e-15;BP;1;-129.31319286987522
2;0.14987759720094132;CTM;2;-134.0826986106899
2;0.14987759720094132;CTM;4;-134.0826452073917
2;0.14987759720094132;CTM;8;-134.0826452073917
4;0.0406200685983498;CTM;2;-130.19398923639412
4;0.0406200685983498;CTM;4;-130.1940029854593
4;0.0406200685983498;CTM;8;-130.1939937617686
8;1.713639754116806e-15;CTM;2;-129.29638004102097
8;1.713639754116806e-15;CTM;4;-129.2963800354861
8;1.713639754116806e-15;CTM;8;-129.2963800354861
16;1.713639754116806e-15;CTM;2;-129.29638004102097
16;1.713639754116806e-15;CTM;4;-129.2963800354861
16;1.713639754116806e-15;CTM;8;-129.2963800354861
32;1.713639754116806e-15;CTM;2;-129.29638004102097
32;1.713639754116806e-15;CTM;4;-129.2963800354861
32;1.713639754116806e-15;CTM;8;-129.2963800354861
