D;Delta;env;chi;eng
2;0.12990718476713506;BP;1;-134.02119804749444
4;0.03291113330136489;BP;1;-131.59879001686593
6;0.0048872854794071155;BP;1;-130.92502839198755
8;1.910014736075905e-15;BP;1;-130.90990230812292
