D;Delta;env;chi;eng
2;0.31683356532113405;BP;1;-179.83612445458172
4;0.09333915243107486;BP;1;-177.29682030924158
8;0.03666352251983068;BP;1;-176.84664412407986
16;0.01458128642473263;BP;1;-176.7488836458598
32;0.004980911086590814;BP;1;-176.72609903027535
