D;Delta;env;chi;eng
2;0.1638054950717472;BP;1;-132.11895743645474
4;0.0279230442311318;BP;1;-129.58352877726693
8;0.0028573694145053396;BP;1;-129.3369975141099
16;0.00012096932284739777;BP;1;-129.33361010995517
32;6.138217997779876e-15;BP;1;-129.33359671672264
