D;Delta;env;chi;eng
2;0.14295812421174775;BP;1;-104.35278611492971
8;9.218218309642023e-16;BP;1;-98.09789386680218
4;9.218218309642023e-16;BP;1;-98.09789386680218
16;9.218218309642023e-16;BP;1;-98.09789386680218
32;9.218218309642023e-16;BP;1;-98.09789386680218
2;0.14295812421174775;CTM;2;-104.3529094655962
2;0.14295812421174775;CTM;4;-104.35287026605194
2;0.14295812421174775;CTM;8;-104.35287026605194
4;9.218218309642023e-16;CTM;2;-98.12362552223561
4;9.218218309642023e-16;CTM;4;-98.12362552223561
4;9.218218309642023e-16;CTM;8;-98.12362552223561
16;9.218218309642023e-16;CTM;2;-98.12362552223561
16;9.218218309642023e-16;CTM;4;-98.12362552223561
16;9.218218309642023e-16;CTM;8;-98.12362552223561
8;9.218218309642023e-16;CTM;2;-98.12362552223561
8;9.218218309642023e-16;CTM;4;-98.12362552223561
8;9.218218309642023e-16;CTM;8;-98.12362552223561
32;9.218218309642023e-16;CTM;2;-98.12362552223561
32;9.218218309642023e-16;CTM;4;-98.12362552223561
32;9.218218309642023e-16;CTM;8;-98.12362552223561
