D;Delta;env;chi;eng
2;0.14070717943656952;BP;1;-151.39717046509378
4;0.06280504872589664;BP;1;-150.11385720850922
8;0.017331850160966365;BP;1;-149.55155358493334
16;0.0021334369981251926;BP;1;-149.4597592917897
32;9.035771477370412e-05;BP;1;-149.4573193506773
2;0.14070717943656952;CTM;2;-151.3972513610864
2;0.14070717943656952;CTM;4;-151.39726853825613
2;0.14070717943656952;CTM;8;-151.39726853825613
4;0.06280504872589664;CTM;2;-150.1137135094749
4;0.06280504872589664;CTM;4;-150.1134729736539
4;0.06280504872589664;CTM;8;-150.11343083335825
8;0.017331850160966365;CTM;2;-149.55165456766983
8;0.017331850160966365;CTM;4;-149.55171787075386
8;0.017331850160966365;CTM;8;-149.5516732265379
16;0.0021334369981251926;CTM;2;-149.45996539926486
16;0.0021334369981251926;CTM;4;-149.45988408196914
16;0.0021334369981251926;CTM;8;-149.45986605543126
32;9.035771477370412e-05;CTM;2;-149.45752932961955
32;9.035771477370412e-05;CTM;4;-149.45745272358906
32;9.035771477370412e-05;CTM;8;-149.4574274816713
32;9.035771477369012e-05;BP;1;-149.45731935067784
