D;Delta;env;chi;eng
2;0.26888353986391494;BP;1;-232.20564310098771
4;0.08591010477790115;BP;1;-230.49101178059635
8;0.03896358779216466;BP;1;-230.06000064818164
16;0.017523109891692368;BP;1;-229.94373222710013
32;0.00720216004117444;BP;1;-229.9123062445686
