D;Delta;env;chi;eng
4;0.11485962354971668;BP;1;-215.99482298755763
2;0.24223712834953015;BP;1;-219.52461989028345
8;0.04793026561002135;BP;1;-214.2657114579801
16;0.010799798184340022;BP;1;-213.55747830602274
32;0.0012018413595834658;BP;1;-213.49216624637148
2;0.24223712834953015;CTM;2;-219.5250483626928
2;0.24223712834953015;CTM;4;-219.52499527724459
2;0.24223712834953015;CTM;8;-219.52499527724459
4;0.11485962354971668;CTM;2;-215.99557177016248
4;0.11485962354971668;CTM;4;-215.99534827351187
4;0.11485962354971668;CTM;8;-215.9952054513326
8;0.04793026561002135;CTM;2;-214.265527623146
8;0.04793026561002135;CTM;4;-214.26499715583688
8;0.04793026561002135;CTM;8;-214.26506375761295
16;0.010799798184340022;CTM;2;-213.55679744045383
16;0.010799798184340022;CTM;4;-213.55639609651817
16;0.010799798184340022;CTM;8;-213.55657990604337
32;0.0012018413595834658;CTM;2;-213.4913462138664
32;0.0012018413595834658;CTM;4;-213.49114153819934
32;0.0012018413595834658;CTM;8;-213.49108819198202
64;5.3633584925611466e-05;BP;1;-213.49069480186319
