D;Delta;env;chi;eng
2;0.3138986454446037;BP;1;-190.1461414353182
4;0.10039899626567332;BP;1;-189.91524497240846
8;0.0692173726107219;BP;1;-189.83666043353395
16;0.053247820657060775;BP;1;-189.77585727596312
32;0.040107565303189506;BP;1;-189.72289459679084
2;0.3138986454446037;CTM;2;-190.14619788797552
2;0.3138986454446037;MPS;2;-190.1481330835476
2;0.3138986454446037;CTM;4;-190.14619809162497
2;0.3138986454446037;MPS;4;-190.1481240240951
2;0.3138986454446037;CTM;8;-190.14619809162497
2;0.3138986454446037;MPS;8;-190.1481241728063
4;0.10039899626567332;CTM;2;-189.91547931434175
4;0.10039899626567332;MPS;2;-189.91971020980876
4;0.10039899626567332;CTM;4;-189.9154681752773
4;0.10039899626567332;MPS;4;-189.92102926204996
4;0.10039899626567332;CTM;8;-189.91546792676587
4;0.10039899626567332;MPS;8;-189.9222415749513
8;0.0692173726107219;CTM;2;-189.83596857153583
8;0.0692173726107219;MPS;2;-189.85753501864446
8;0.0692173726107219;CTM;4;-189.8354697217018
8;0.0692173726107219;MPS;4;-189.85009004374288
8;0.0692173726107219;CTM;8;-189.8354096490975
8;0.0692173726107219;MPS;8;-189.8518258317484
16;0.053247820657060775;CTM;2;-189.7734999519448
16;0.053247820657060775;MPS;2;-189.77274043468648
16;0.053247820657060775;MPS;4;-189.76940652665886
16;0.053247820657060775;CTM;4;-189.77366139892902
16;0.053247820657060775;MPS;8;-189.77586049667957
16;0.053247820657060775;CTM;8;-189.7731382237899
32;0.040107565303189506;MPS;2;-180.0057878035066
32;0.040107565303189506;CTM;2;-189.72367530496857
32;0.040107565303189506;MPS;4;-189.68366280636707
32;0.040107565303189506;CTM;4;-189.72281839223328
32;0.040107565303189506;MPS;8;-189.70994307888978
64;0.02763031449071423;BP;1;-189.67281269473477
64;0.02763031449071423;BP;1;-189.67281269473477
