D;which;D2;which2;chi;Delta;Delta2;time;eng
4;BP;4;BP;1;9.08458695645133e-16;0.0;19.464569807052612;-113.54229886804517
4;BP;4;BP;4;9.08458695645133e-16;0.0;20.750491619110107;-113.54229886804515
4;BP;4;BP;2;9.08458695645133e-16;0.0;20.782349348068237;-113.54229613109595
4;BP;4;BP;8;9.08458695645133e-16;0.0;21.42655897140503;-113.54229886804514
4;BP;4;BP;16;9.08458695645133e-16;0.0;22.13292932510376;-113.54229886804515
4;BP;4;BP;32;9.08458695645133e-16;0.0;25.339930295944214;-113.54229886804512
