D;Delta;env;chi;eng
2;0.17075578978791903;BP;1;-168.04672943268926
4;0.08216276742536105;BP;1;-166.94340635221351
8;0.03259540532356154;BP;1;-166.26378044281302
16;0.006442857912216848;BP;1;-166.0054903870411
32;0.0005907478952731434;BP;1;-165.98770235715557
2;0.17075578978791903;CTM;2;-168.0464681592874
2;0.17075578978791903;CTM;8;-168.0464679155724
2;0.17075578978791903;CTM;4;-168.0464679155724
4;0.08216276742536105;CTM;4;-166.9429611543523
4;0.08216276742536105;CTM;2;-166.943547151617
4;0.08216276742536105;CTM;8;-166.9429683999642
8;0.03259540532356154;CTM;2;-166.26367945289752
8;0.03259540532356154;CTM;4;-166.26368617535297
8;0.03259540532356154;CTM;8;-166.26364171693854
16;0.006442857912216848;CTM;2;-166.00585607657635
16;0.006442857912216848;CTM;4;-166.00538625331936
16;0.006442857912216848;CTM;8;-166.00535077996958
32;0.0005907478952731434;CTM;2;-165.98809064189632
32;0.0005907478952731434;CTM;4;-165.9877170412902
32;0.0005907478952731434;CTM;8;-165.987586013293
64;2.0745331924527125e-05;BP;1;-165.98742816534252
