D;Delta;env;chi;eng
2;0.16937157841191408;BP;1;-194.65939592956934
4;0.07266642172246812;BP;1;-190.87055066498294
32;4.8091289681233515e-15;BP;1;-188.62930917254997
16;4.8091289681233515e-15;BP;1;-188.62930917254997
8;0.009538006798630826;BP;1;-188.71212956032355
2;0.16937157841191408;CTM;2;-194.65965943834502
2;0.16937157841191408;CTM;4;-194.65985100836653
2;0.16937157841191408;CTM;8;-194.65985100836653
4;0.07266642172246812;CTM;2;-190.87050300626052
4;0.07266642172246812;CTM;4;-190.87039756810512
4;0.07266642172246812;CTM;8;-190.87038057148436
16;4.8091289681233515e-15;CTM;2;-188.629503594565
16;4.8091289681233515e-15;CTM;4;-188.62937272459087
32;4.8091289681233515e-15;CTM;2;-188.629503594565
16;4.8091289681233515e-15;CTM;8;-188.62937272459087
32;4.8091289681233515e-15;CTM;4;-188.62937272459087
8;0.009538006798630826;CTM;2;-188.7121687760543
8;0.009538006798630826;CTM;4;-188.71213660867272
8;0.009538006798630826;CTM;8;-188.71212816023333
32;4.8091289681233515e-15;CTM;8;-188.62937272459087
64;4.8091289681233515e-15;BP;1;-188.62930917254997
