D;Delta;env;chi;eng
2;0.14599649160746844;BP;1;-118.93057750137577
4;0.029462905538385164;BP;1;-115.92936639598659
8;3.0810330829377576e-15;BP;1;-115.5071918543791
16;3.0810330829377576e-15;BP;1;-115.5071918543791
32;3.0810330829377576e-15;BP;1;-115.5071918543791
2;0.14599649160746844;CTM;2;-118.93012377001769
2;0.14599649160746844;CTM;4;-118.93013132168032
2;0.14599649160746844;CTM;8;-118.93013132168032
8;3.0810330829377576e-15;CTM;2;-115.49910793966247
8;3.0810330829377576e-15;CTM;4;-115.4991079301993
8;3.0810330829377576e-15;CTM;8;-115.4991079301993
4;0.029462905538385164;CTM;2;-115.92947492860746
4;0.029462905538385164;CTM;4;-115.92929845174328
4;0.029462905538385164;CTM;8;-115.92937218614587
16;3.0810330829377576e-15;CTM;2;-115.49910793966247
16;3.0810330829377576e-15;CTM;4;-115.4991079301993
16;3.0810330829377576e-15;CTM;8;-115.4991079301993
32;3.0810330829377576e-15;CTM;2;-115.49910793966247
32;3.0810330829377576e-15;CTM;4;-115.4991079301993
32;3.0810330829377576e-15;CTM;8;-115.4991079301993
32;3.1308028963067554e-15;BP;1;-115.50719185437907
