D;Delta;env;chi;eng
2;2.8732415377155596e-16;BP;1;-102.94317493624092
4;2.8732415377155596e-16;BP;1;-102.94317493624092
8;2.8732415377155596e-16;BP;1;-102.94317493624092
16;2.8732415377155596e-16;BP;1;-102.94317493624092
32;2.8732415377155596e-16;BP;1;-102.94317493624092
2;2.8732415377155596e-16;CTM;2;-102.9431749362409
2;2.8732415377155596e-16;CTM;4;-102.9431749362409
2;2.8732415377155596e-16;CTM;8;-102.9431749362409
4;2.8732415377155596e-16;CTM;2;-102.9431749362409
4;2.8732415377155596e-16;CTM;4;-102.9431749362409
4;2.8732415377155596e-16;CTM;8;-102.9431749362409
8;2.8732415377155596e-16;CTM;2;-102.9431749362409
8;2.8732415377155596e-16;CTM;4;-102.9431749362409
8;2.8732415377155596e-16;CTM;8;-102.9431749362409
16;2.8732415377155596e-16;CTM;2;-102.9431749362409
16;2.8732415377155596e-16;CTM;4;-102.9431749362409
16;2.8732415377155596e-16;CTM;8;-102.9431749362409
32;2.8732415377155596e-16;CTM;2;-102.9431749362409
32;2.8732415377155596e-16;CTM;4;-102.9431749362409
32;2.8732415377155596e-16;CTM;8;-102.9431749362409
