D;Delta;env;chi;eng
2;0.1520109617346238;BP;1;-210.44710130941422
4;0.06799060269671359;BP;1;-209.20378120009468
8;0.022498014166189136;BP;1;-208.55076410062395
16;0.0039045025491125708;BP;1;-208.38430411688006
32;0.00028878842948956875;BP;1;-208.37572910712254
2;0.1520109617346238;CTM;2;-210.4475198458356
2;0.1520109617346238;CTM;4;-210.44758864729403
2;0.1520109617346238;CTM;8;-210.44758864729403
4;0.06799060269671359;CTM;2;-209.20370012393812
4;0.06799060269671359;CTM;4;-209.20358049319515
4;0.06799060269671359;CTM;8;-209.20358980786753
8;0.022498014166189136;CTM;2;-208.55064064805862
8;0.022498014166189136;CTM;4;-208.55076603456718
8;0.022498014166189136;CTM;8;-208.55068687932751
16;0.0039045025491125708;CTM;2;-208.38434286870938
16;0.0039045025491125708;CTM;4;-208.38429690384856
16;0.0039045025491125708;CTM;8;-208.38438849412924
32;0.00028878842948956875;CTM;2;-208.3757084155821
32;0.00028878842948956875;CTM;4;-208.37571418331385
32;0.00028878842948956875;CTM;8;-208.375787846061
