D;Delta;env;chi;eng
4;0.1325465124108456;BP;1;-155.91612022630713
2;0.2942724630943563;BP;1;-159.59264095980174
4;0.1325465124108456;MPS;2;-155.91166200657204
4;0.1325465124108456;MPS;4;-155.90901929048934
2;0.2942724630943563;MPS;2;-159.58101968119965
4;0.1325465124108456;MPS;8;-155.91089058816567
2;0.2942724630943563;MPS;4;-159.57983846154326
2;0.2942724630943563;MPS;8;-159.57983524351746
4;0.1325465124108456;CTM;4;-155.9139992667542
2;0.2942724630943563;CTM;2;-159.58432577430798
4;0.1325465124108456;CTM;8;-155.91330919501334
4;0.1325465124108456;CTM;2;-155.91693314693245
2;0.2942724630943563;CTM;8;-159.5845205540726
2;0.2942724630943563;CTM;4;-159.5845205540726
8;0.04813850202590417;BP;1;-153.78735172641044
8;0.04813850202590417;MPS;2;-153.79900730198784
8;0.04813850202590417;MPS;4;-153.7943199982098
8;0.04813850202590417;CTM;2;-153.78698786348937
8;0.04813850202590417;CTM;4;-153.79233296754632
16;0.00821977224638364;BP;1;-153.1185216593542
8;0.04813850202590417;MPS;8;-153.7911122761436
8;0.04813850202590417;CTM;8;-153.79109432744173
16;0.00821977224638364;MPS;2;-153.12744155848338
16;0.00821977224638364;CTM;2;-153.12295970869448
16;0.00821977224638364;MPS;4;-153.12347802507534
16;0.00821977224638364;CTM;4;-153.12278471443173
32;0.0005061622366541116;BP;1;-153.07946908663186
16;0.00821977224638364;MPS;8;-153.1210881442661
32;0.0005061622366541116;MPS;2;-153.08760905048138
16;0.00821977224638364;CTM;8;-153.12282600954387
32;0.0005061622366541116;CTM;2;-153.0837824983865
32;0.0005061622366541116;MPS;4;-153.084274540408
32;0.0005061622366541116;CTM;4;-153.08398381586844
32;0.0005061622366541116;MPS;8;-153.0818448053275
32;0.0005061622366541116;CTM;8;-153.08334610903518
64;1.1907219060472343e-14;BP;1;-153.07916778939583
64;1.1907219060472343e-14;BP;1;-153.07916778939583
