D;Delta;env;chi;eng
2;0.1280565416275257;BP;1;-169.896798718871
4;0.047167150639891395;BP;1;-167.47606374649462
8;0.004654098741773676;BP;1;-166.5975044754763
16;6.476298763900586e-15;BP;1;-166.58196560069038
32;6.476298763900586e-15;BP;1;-166.58196560069038
2;0.1280565416275257;CTM;2;-169.89678514188648
2;0.1280565416275257;CTM;4;-169.89678709111348
2;0.1280565416275257;CTM;8;-169.89678709111348
8;0.004654098741773676;CTM;2;-166.59747916214624
8;0.004654098741773676;CTM;4;-166.597574459581
8;0.004654098741773676;CTM;8;-166.5976059950473
16;6.476298763900586e-15;CTM;2;-166.58216622396583
16;6.476298763900586e-15;CTM;4;-166.58206491209978
16;6.476298763900586e-15;CTM;8;-166.58206491209975
4;0.047167150639891395;CTM;2;-167.4759152700018
4;0.047167150639891395;CTM;4;-167.47580329989214
4;0.047167150639891395;CTM;8;-167.47579133876286
32;6.476298763900586e-15;CTM;2;-166.58216622396583
32;6.476298763900586e-15;CTM;4;-166.58206491209978
32;6.476298763900586e-15;CTM;8;-166.58206491209975
