D;Delta;env;chi;eng
2;0.10541263274447968;BP;1;-119.58855093240768
4;8.371237317119846e-16;BP;1;-115.23876782739832
8;8.371237317119846e-16;BP;1;-115.23876782739832
16;8.371237317119846e-16;BP;1;-115.23876782739832
32;8.371237317119846e-16;BP;1;-115.23876782739832
4;8.371237317119846e-16;CTM;2;-115.17836116582063
4;8.371237317119846e-16;CTM;4;-115.17836116582063
4;8.371237317119846e-16;CTM;8;-115.17836116582063
2;0.10541263274447968;CTM;2;-119.58856036440801
2;0.10541263274447968;CTM;4;-119.58851434671456
2;0.10541263274447968;CTM;8;-119.58851434671456
8;8.371237317119846e-16;CTM;2;-115.17836116582063
8;8.371237317119846e-16;CTM;4;-115.17836116582063
8;8.371237317119846e-16;CTM;8;-115.17836116582063
16;8.371237317119846e-16;CTM;2;-115.17836116582063
16;8.371237317119846e-16;CTM;4;-115.17836116582063
16;8.371237317119846e-16;CTM;8;-115.17836116582063
32;8.371237317119846e-16;CTM;2;-115.17836116582063
32;8.371237317119846e-16;CTM;4;-115.17836116582063
32;8.371237317119846e-16;CTM;8;-115.17836116582063
