D;Delta;env;chi;eng
2;0.48197868483956735;BP;1;-182.87784045210145
4;0.232470128428877;BP;1;-170.7524303130564
8;0.0940342061515318;BP;1;-164.09152312081554
16;0.023693797891894748;BP;1;-161.6736781739116
32;0.0024459458630659812;BP;1;-161.34943925305024
2;0.48197868483956735;CTM;2;-182.87945844598218
2;0.48197868483956735;CTM;4;-182.87928588108022
2;0.48197868483956735;CTM;8;-182.87928588108022
8;0.0940342061515318;CTM;2;-164.09116652039117
8;0.0940342061515318;CTM;4;-164.08671840772993
8;0.0940342061515318;CTM;8;-164.08779902773128
4;0.232470128428877;CTM;2;-170.75121564249307
4;0.232470128428877;CTM;4;-170.74802720571435
4;0.232470128428877;CTM;8;-170.7486309668139
16;0.023693797891894748;CTM;2;-161.67584245091058
16;0.023693797891894748;CTM;4;-161.67106605599614
16;0.023693797891894748;CTM;8;-161.67239794810897
32;0.0024459458630659812;CTM;2;-161.35135447808776
32;0.0024459458630659812;CTM;4;-161.34656562227175
32;0.0024459458630659812;CTM;8;-161.3477441682986
32;0.002445945863065952;BP;1;-161.3494392530502
