D;Delta;env;chi;eng
2;0.17454873181811084;BP;1;-205.4664127320977
4;0.08739595274897745;BP;1;-202.2924408344756
8;0.021400877173230037;BP;1;-200.1866167807076
16;0.0015209049807845103;BP;1;-199.9198712297061
32;8.277038984039265e-15;BP;1;-199.9171145644289
2;0.17454873181811084;CTM;2;-205.46640827325888
2;0.17454873181811084;CTM;4;-205.4664016711276
2;0.17454873181811084;CTM;8;-205.4664016711276
4;0.08739595274897745;CTM;2;-202.29213578588332
4;0.08739595274897745;CTM;4;-202.29214250162428
4;0.08739595274897745;CTM;8;-202.29215309156973
8;0.021400877173230037;CTM;2;-200.18626875370404
8;0.021400877173230037;CTM;4;-200.18630651810494
8;0.021400877173230037;CTM;8;-200.18641612235305
16;0.0015209049807845103;CTM;2;-199.91984322721106
16;0.0015209049807845103;CTM;4;-199.91967616976683
16;0.0015209049807845103;CTM;8;-199.91971991577242
32;8.277038984039265e-15;CTM;2;-199.91711198007408
32;8.277038984039265e-15;CTM;4;-199.91698269398915
32;8.277038984039265e-15;CTM;8;-199.91701691287733
