D;Delta;env;chi;eng
2;0.16509058048561023;BP;1;-159.12320273594233
4;0.08487702397829688;BP;1;-157.18608369161126
8;0.020688538971059732;BP;1;-155.63838613046167
16;0.0014690617019692234;BP;1;-155.4429366966313
32;9.342952542849441e-15;BP;1;-155.44086735901513
4;0.08487702397829688;CTM;2;-157.18251992233996
4;0.08487702397829688;CTM;4;-157.1825804023328
4;0.08487702397829688;CTM;8;-157.1826592721081
8;0.020688538971059732;CTM;2;-155.63810170884767
8;0.020688538971059732;CTM;4;-155.63791408311963
8;0.020688538971059732;CTM;8;-155.63779656513347
16;0.0014690617019692234;CTM;2;-155.44284959798443
16;0.0014690617019692234;CTM;4;-155.44281353139385
2;0.16509058048561023;CTM;2;-159.12088542608075
2;0.16509058048561023;CTM;4;-159.1209139509459
2;0.16509058048561023;CTM;8;-159.1209139509459
16;0.0014690617019692234;CTM;8;-155.44256928057595
32;9.342952542849441e-15;CTM;2;-155.4408866822973
32;9.342952542849441e-15;CTM;4;-155.44084094012592
32;9.342952542849441e-15;CTM;8;-155.4408494159326
32;9.316176818295595e-15;BP;1;-155.44086735901553
