D;Delta;env;chi;eng
4;0.4150830528926236;BP;1;-7.083240368627115
2;0.8569100664898996;BP;1;-20.655317037346936
8;0.12436651561318535;BP;1;-4.351381357910958
16;0.015461608784773274;BP;1;-4.081974295323726
32;1.0530345242195286e-14;BP;1;-4.074121074156493
