D;Delta;env;chi;eng
2;0.1867955084682274;BP;1;-216.19217531737965
4;0.09261343572999091;BP;1;-213.61844699881942
8;0.03188589137576618;BP;1;-212.01376783394392
16;0.004307393146973705;BP;1;-211.57650134354955
32;0.0002262192394265747;BP;1;-211.56227884399593
2;0.1867955084682274;CTM;2;-216.1922814358352
2;0.1867955084682274;CTM;4;-216.19223162319014
2;0.1867955084682274;CTM;8;-216.19223162319014
4;0.09261343572999091;CTM;2;-213.61817747910015
4;0.09261343572999091;CTM;4;-213.61866037745088
4;0.09261343572999091;CTM;8;-213.6186902497661
8;0.03188589137576618;CTM;2;-212.01371965379286
8;0.03188589137576618;CTM;4;-212.01380429752638
8;0.03188589137576618;CTM;8;-212.0140590260838
16;0.004307393146973705;CTM;2;-211.57641515585118
16;0.004307393146973705;CTM;4;-211.5760556785883
16;0.004307393146973705;CTM;8;-211.57601302308083
32;0.0002262192394265747;CTM;2;-211.56209689120303
32;0.0002262192394265747;CTM;4;-211.56189707862396
32;0.0002262192394265747;CTM;8;-211.5618544534301
64;1.2204564824615609e-14;BP;1;-211.56219880771545
