D;Delta;env;chi;eng
2;0.09798306920910513;BP;1;-141.01493060923656
4;0.03777533348984306;BP;1;-140.14691118470986
8;0.006729031642518504;BP;1;-139.87273340753777
16;0.00034446874753332074;BP;1;-139.85320305591497
32;7.49073516313688e-15;BP;1;-139.8531295418973
2;0.09798306920910513;CTM;2;-141.01481870554008
2;0.09798306920910513;CTM;8;-141.01481359029324
2;0.09798306920910513;CTM;4;-141.01481359029324
8;0.006729031642518504;CTM;2;-139.87207928334732
8;0.006729031642518504;CTM;4;-139.87216466779054
8;0.006729031642518504;CTM;8;-139.87218643272527
16;0.00034446874753332074;CTM;2;-139.8528515528208
4;0.03777533348984306;CTM;2;-140.1469270764166
4;0.03777533348984306;CTM;4;-140.14690311850637
4;0.03777533348984306;CTM;8;-140.146891942011
16;0.00034446874753332074;CTM;4;-139.8526317466742
16;0.00034446874753332074;CTM;8;-139.85264497664775
32;7.49073516313688e-15;CTM;2;-139.85275977924687
32;7.49073516313688e-15;CTM;4;-139.85277149402083
32;7.49073516313688e-15;CTM;8;-139.85278074774058
32;7.522286075088392e-15;BP;1;-139.8531295418975
64;7.49073516313688e-15;BP;1;-139.8531295418973
