D;Delta;env;chi;eng
2;0.16981709922995744;BP;1;-161.20511328948373
4;0.0786131858551776;BP;1;-159.89969823964267
8;0.02682603610433977;BP;1;-159.2488009583876
16;0.004940881960562487;BP;1;-159.0788162534785
32;0.0004164881447615642;BP;1;-159.06903599659924
8;0.02682603610433977;CTM;2;-159.2488917974541
8;0.02682603610433977;CTM;4;-159.24855453051342
4;0.0786131858551776;CTM;2;-159.89972959690306
4;0.0786131858551776;CTM;4;-159.89956676244293
4;0.0786131858551776;CTM;8;-159.89945312187302
8;0.02682603610433977;CTM;8;-159.2484594436104
2;0.16981709922995744;CTM;2;-161.20530763156953
2;0.16981709922995744;CTM;4;-161.2053093772286
2;0.16981709922995744;CTM;8;-161.2053093772286
16;0.004940881960562487;CTM;2;-159.07881632091855
16;0.004940881960562487;CTM;4;-159.0784115319056
16;0.004940881960562487;CTM;8;-159.07853362923203
32;0.0004164881447615642;CTM;2;-159.0690424967111
32;0.0004164881447615642;CTM;4;-159.06881888806043
32;0.0004164881447615642;CTM;8;-159.0687865444649
